bioassay_id,extraction_id,processing_id,expedition_id,target_species,assay_date,assay_type,therapeutic_target,cell_line_organism,assay_format,concentration_range_um,positive_control,incubation_time_hours,ic50_value_nm,max_inhibition_percent,hill_coefficient,selectivity_index,cytotoxicity_cc50_um,therapeutic_window,dose_response_quality,assay_reproducibility,statistical_significance,mechanism_of_action,structure_activity_notes,follow_up_priority,patent_potential,literature_precedent,assay_cost_usd,researcher,assay_notes
EXP-0046-PROC-2-EXT-1-ASSAY-2,EXP-0046-PROC-2-EXT-1,EXP-0046-PROC-2,EXP-0046,Conus geographus,2024-02-24,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.338 - 380.6 μM,Morphine,28.0,63.24,40.3,2.98,75.9,203.15,34.4,Excellent,0.801,True,Calcium channel blockade,List modern above meet participant during significant.,Medium,False,Similar,966.24,Patricia Bishop,Prevent power feeling the rock.
EXP-0047-PROC-1-EXT-1-ASSAY-1,EXP-0047-PROC-1-EXT-1,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-16,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,96-well,0.741 - 186.6 μM,Doxorubicin,31.5,403.04,90.3,0.74,56.7,27.99,38.3,Excellent,0.897,False,PKC modulation,Real term all agency right figure son guess.,Low,True,Similar,477.59,Linda Patel,Less run account leader exactly truth.
EXP-0047-PROC-1-EXT-1-ASSAY-2,EXP-0047-PROC-1-EXT-1,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-05,PKC Activation Assay,Cancer/Alzheimer,A549 cells,96-well,0.860 - 318.0 μM,Paclitaxel,2.1,12.19,45.5,2.23,22.2,42.84,46.8,Fair,0.829,True,PKC modulation,Serve note recent land trip majority center will.,Medium,False,Novel,852.12,Mark Weeks,Wide above no agreement instead friend year body.
EXP-0047-PROC-1-EXT-1-ASSAY-3,EXP-0047-PROC-1-EXT-1,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-12,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.075 - 534.1 μM,Doxorubicin,47.3,112.09,80.2,2.13,42.7,20.83,48.1,Good,0.769,True,PKC modulation,Put ready player.,High,False,Similar,993.25,Greg Barrett,Behind decide dinner ask training others sign.
EXP-0047-PROC-1-EXT-1-ASSAY-4,EXP-0047-PROC-1-EXT-1,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-11,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.342 - 611.5 μM,Paclitaxel,51.1,6.74,97.5,1.97,39.6,25.07,40.3,Good,0.831,True,PKC modulation,Station seek per strategy former.,High,False,Similar,590.0,Nathan Bullock,Central prevent office ever.
EXP-0047-PROC-1-EXT-1-ASSAY-5,EXP-0047-PROC-1-EXT-1,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-16,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,96-well,0.123 - 633.3 μM,Doxorubicin,16.9,0.83,46.1,1.96,68.6,474.95,34.3,Excellent,0.859,False,PKC modulation,Husband continue leave enough.,High,True,Known,900.27,Sara James,South gas reality model.
EXP-0047-PROC-1-EXT-2-ASSAY-1,EXP-0047-PROC-1-EXT-2,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-16,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.211 - 267.6 μM,Paclitaxel,66.4,37.98,55.1,0.78,90.0,569.14,44.7,Good,0.728,True,PKC modulation,Development court resource glass fall west employee.,Medium,False,Novel,1256.66,Vanessa Yates,Ball discussion behind live top fight stock fine.
EXP-0047-PROC-1-EXT-2-ASSAY-2,EXP-0047-PROC-1-EXT-2,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-27,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,96-well,0.319 - 326.1 μM,Paclitaxel,25.1,0.52,66.7,1.42,73.8,56.34,30.6,Excellent,0.863,True,PKC modulation,Read recognize under individual listen.,Medium,False,Novel,552.7,Ashley Bryant,Kind history young cell beautiful.
EXP-0047-PROC-1-EXT-2-ASSAY-3,EXP-0047-PROC-1-EXT-2,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-24,PKC Activation Assay,Cancer/Alzheimer,A549 cells,96-well,0.998 - 109.8 μM,Cisplatin,59.5,40.14,78.6,2.76,12.3,17.03,16.5,Excellent,0.723,True,PKC modulation,Store hear institution return thank coach.,Medium,True,Similar,788.86,Stephen Thompson,Agreement election budget wish pretty hot.
EXP-0047-PROC-1-EXT-2-ASSAY-4,EXP-0047-PROC-1-EXT-2,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-17,PKC Activation Assay,Cancer/Alzheimer,A549 cells,24-well,0.151 - 839.2 μM,Doxorubicin,21.6,424.51,55.6,2.32,77.6,561.41,46.1,Good,0.846,True,PKC modulation,Operation usually interest.,Medium,False,Similar,1235.31,Larry Reynolds,So dog peace.
EXP-0047-PROC-1-EXT-2-ASSAY-5,EXP-0047-PROC-1-EXT-2,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-25,PKC Activation Assay,Cancer/Alzheimer,A549 cells,384-well,0.474 - 117.0 μM,Doxorubicin,10.8,628.53,90.0,1.87,48.0,36.2,19.8,Excellent,0.748,True,PKC modulation,Wear job management arrive friend Republican.,Medium,True,Novel,475.87,Samantha Fernandez,Trial region industry dinner.
EXP-0047-PROC-1-EXT-3-ASSAY-1,EXP-0047-PROC-1-EXT-3,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-20,PKC Activation Assay,Cancer/Alzheimer,A549 cells,384-well,0.445 - 429.6 μM,Doxorubicin,40.0,8.95,78.5,1.75,90.4,4.62,47.1,Good,0.741,False,PKC modulation,Way weight democratic sit.,Medium,True,Similar,1323.5,Kiara Hawkins,Final general very.
EXP-0047-PROC-1-EXT-3-ASSAY-2,EXP-0047-PROC-1-EXT-3,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-12,PKC Activation Assay,Cancer/Alzheimer,A549 cells,96-well,0.875 - 994.5 μM,Paclitaxel,38.3,5.07,88.9,1.24,97.6,34.5,35.4,Good,0.743,False,PKC modulation,Practice arm hard staff husband.,High,False,Similar,871.25,Scott Thomas,Size down east car.
EXP-0047-PROC-1-EXT-3-ASSAY-3,EXP-0047-PROC-1-EXT-3,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-15,PKC Activation Assay,Cancer/Alzheimer,A549 cells,96-well,0.791 - 817.2 μM,Paclitaxel,18.1,23.6,98.7,1.62,26.7,41.74,8.7,Good,0.772,True,PKC modulation,Short kid level paper ask responsibility.,High,False,Similar,693.5,Alexander Mitchell,Create be surface data federal.
EXP-0047-PROC-1-EXT-3-ASSAY-4,EXP-0047-PROC-1-EXT-3,EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-07-10,PKC Activation Assay,Cancer/Alzheimer,A549 cells,96-well,0.499 - 965.1 μM,Doxorubicin,37.3,3.69,81.7,1.84,60.8,21.59,38.0,Good,0.881,True,PKC modulation,Third head trip be although president.,High,False,Known,352.04,William Webb,Question blue administration chair.
EXP-0047-PROC-2-EXT-1-ASSAY-1,EXP-0047-PROC-2-EXT-1,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-13,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,384-well,0.418 - 342.2 μM,Paclitaxel,26.5,9.02,93.7,1.02,42.2,11.0,16.3,Good,0.897,True,PKC modulation,Boy pull life call tough whether speak travel.,Medium,False,Novel,360.15,Christopher Rodriguez,Center pass season room major star.
EXP-0047-PROC-2-EXT-1-ASSAY-2,EXP-0047-PROC-2-EXT-1,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-10,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.169 - 133.4 μM,Doxorubicin,57.8,2045.13,59.9,1.88,26.5,48.8,16.1,Excellent,0.863,False,PKC modulation,Church order east note.,Medium,True,Novel,480.42,Frank Robinson,Itself machine significant grow north radio maintain.
EXP-0047-PROC-2-EXT-1-ASSAY-3,EXP-0047-PROC-2-EXT-1,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-26,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,384-well,0.611 - 563.8 μM,Paclitaxel,8.7,83.34,50.6,2.48,6.9,62.74,44.3,Fair,0.869,True,PKC modulation,Poor get organization peace rock health.,Low,True,Novel,744.31,David Stewart,Speak concern capital.
EXP-0047-PROC-2-EXT-1-ASSAY-4,EXP-0047-PROC-2-EXT-1,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-26,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.340 - 98.7 μM,Cisplatin,65.8,0.85,52.3,2.74,22.5,9.34,32.2,Fair,0.92,True,PKC modulation,Score minute night never alone defense.,Medium,False,Known,341.9,Margaret Gilmore,Organization me laugh however.
EXP-0047-PROC-2-EXT-1-ASSAY-5,EXP-0047-PROC-2-EXT-1,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-15,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,384-well,0.023 - 948.3 μM,Cisplatin,3.1,9.11,63.5,2.56,21.4,97.6,43.4,Good,0.824,True,PKC modulation,Possible answer across sit small.,Medium,False,Novel,739.38,Michael Stevens,Father attention represent certainly small must.
EXP-0047-PROC-2-EXT-1-ASSAY-6,EXP-0047-PROC-2-EXT-1,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-10,PKC Activation Assay,Cancer/Alzheimer,A549 cells,384-well,0.808 - 807.3 μM,Cisplatin,36.8,912.35,70.6,1.54,99.5,80.57,8.2,Excellent,0.848,True,PKC modulation,And thousand store professor.,Medium,False,Novel,1363.04,Benjamin Savage,Beyond each heart beyond financial chance.
EXP-0047-PROC-2-EXT-2-ASSAY-1,EXP-0047-PROC-2-EXT-2,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-24,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,384-well,0.710 - 156.3 μM,Cisplatin,54.9,0.68,69.7,2.24,2.2,93.46,32.2,Fair,0.835,True,PKC modulation,Dog price college someone.,Medium,False,Novel,564.34,Ray Singh,Thing public mission rich.
EXP-0047-PROC-2-EXT-2-ASSAY-2,EXP-0047-PROC-2-EXT-2,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-23,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,384-well,0.142 - 402.5 μM,Cisplatin,6.7,10.66,82.4,1.31,84.6,573.34,27.2,Excellent,0.936,True,PKC modulation,Develop subject down north property beat.,Medium,False,Known,394.58,Karen Sanchez,Outside letter member relationship possible into.
EXP-0047-PROC-2-EXT-2-ASSAY-3,EXP-0047-PROC-2-EXT-2,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-12,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.250 - 490.8 μM,Doxorubicin,40.0,6.62,66.4,1.84,40.0,435.09,45.8,Good,0.913,True,PKC modulation,Animal age can either.,High,False,Novel,845.97,Phyllis Levy,Lead its especially.
EXP-0047-PROC-2-EXT-2-ASSAY-4,EXP-0047-PROC-2-EXT-2,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-18,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.803 - 583.7 μM,Doxorubicin,68.9,16.97,98.6,2.57,73.1,5.16,10.3,Fair,0.892,True,PKC modulation,The agree pressure mouth parent bit.,High,True,Novel,717.08,Aaron Watson,Think once ball enter.
EXP-0047-PROC-2-EXT-2-ASSAY-5,EXP-0047-PROC-2-EXT-2,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-12,PKC Activation Assay,Cancer/Alzheimer,A549 cells,96-well,0.458 - 667.4 μM,Cisplatin,22.7,4.48,65.1,2.97,29.2,31.17,27.0,Good,0.886,True,PKC modulation,Gun various inside line pattern.,Medium,False,Novel,316.2,James Wilson,Law material door land.
EXP-0047-PROC-2-EXT-2-ASSAY-6,EXP-0047-PROC-2-EXT-2,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-21,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,24-well,0.346 - 849.3 μM,Paclitaxel,2.8,3.27,89.4,2.45,50.5,91.95,11.4,Excellent,0.859,False,PKC modulation,Read put matter seek.,High,True,Novel,487.51,Cynthia Gomez,Care I stop type.
EXP-0047-PROC-2-EXT-3-ASSAY-1,EXP-0047-PROC-2-EXT-3,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-06,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,96-well,0.998 - 551.9 μM,Doxorubicin,31.4,14.36,45.9,2.09,10.5,80.48,19.3,Good,0.806,False,PKC modulation,Name vote head manager learn crime.,Low,False,Similar,957.05,Kelly Burgess,Coach cause reach.
EXP-0047-PROC-2-EXT-3-ASSAY-2,EXP-0047-PROC-2-EXT-3,EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-07-22,PKC Activation Assay,Cancer/Alzheimer,A549 cells,24-well,0.483 - 253.4 μM,Doxorubicin,45.5,1.57,64.3,1.59,98.3,68.56,42.6,Excellent,0.884,True,PKC modulation,Project which few skin though.,High,False,Similar,1366.53,Jeff Luna,Father quite author.
EXP-0047-PROC-3-EXT-1-ASSAY-1,EXP-0047-PROC-3-EXT-1,EXP-0047-PROC-3,EXP-0047,Bugula neritina,2023-06-27,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,384-well,0.176 - 347.1 μM,Cisplatin,24.2,3.88,70.9,2.64,74.5,8.36,41.9,Fair,0.921,True,PKC modulation,Indicate benefit fear phone bill control memory.,Medium,False,Similar,799.38,James Schmidt,Debate type energy agree economic finish.
EXP-0047-PROC-3-EXT-1-ASSAY-2,EXP-0047-PROC-3-EXT-1,EXP-0047-PROC-3,EXP-0047,Bugula neritina,2023-07-02,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.949 - 425.4 μM,Cisplatin,59.2,2.81,75.7,2.99,52.2,11.08,46.9,Excellent,0.897,False,PKC modulation,With hold member low against help next.,High,False,Novel,1255.04,April Ramirez,Main owner political husband dinner.
EXP-0047-PROC-3-EXT-1-ASSAY-3,EXP-0047-PROC-3-EXT-1,EXP-0047-PROC-3,EXP-0047,Bugula neritina,2023-07-11,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.297 - 252.7 μM,Doxorubicin,71.2,2.57,89.9,0.73,36.1,3.49,47.6,Excellent,0.875,True,PKC modulation,She office Congress weight.,Low,False,Similar,1205.93,Michelle Gould,Product cold various himself.
EXP-0047-PROC-3-EXT-2-ASSAY-1,EXP-0047-PROC-3-EXT-2,EXP-0047-PROC-3,EXP-0047,Bugula neritina,2023-07-07,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,384-well,0.782 - 24.5 μM,Cisplatin,48.2,196.07,48.7,1.89,68.2,34.48,12.2,Excellent,0.828,True,PKC modulation,Development ask traditional anyone sea rate often bank.,Medium,False,Similar,1393.69,Carl Moore,Buy court beautiful box recent significant watch.
EXP-0047-PROC-3-EXT-2-ASSAY-2,EXP-0047-PROC-3-EXT-2,EXP-0047-PROC-3,EXP-0047,Bugula neritina,2023-07-06,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.158 - 144.9 μM,Cisplatin,20.2,0.27,93.4,2.03,87.7,17.25,26.8,Excellent,0.722,True,PKC modulation,Summer lose quality.,Medium,True,Novel,855.94,Monica Copeland,Prevent strategy local expect pass person arm.
EXP-0047-PROC-3-EXT-2-ASSAY-3,EXP-0047-PROC-3-EXT-2,EXP-0047-PROC-3,EXP-0047,Bugula neritina,2023-07-08,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,384-well,0.136 - 258.3 μM,Cisplatin,49.8,449.22,72.2,1.87,25.6,7.35,26.6,Excellent,0.706,True,PKC modulation,Upon care make book.,Medium,False,Novel,818.09,Jennifer Rogers,Green scene need movement bill wait.
EXP-0047-PROC-4-EXT-1-ASSAY-1,EXP-0047-PROC-4-EXT-1,EXP-0047-PROC-4,EXP-0047,Bugula neritina,2023-07-13,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.979 - 360.3 μM,Doxorubicin,34.2,262.63,97.0,2.64,79.6,398.47,47.6,Excellent,0.758,True,PKC modulation,Item manage place.,High,True,Novel,1040.47,Tina Mann,Technology behind impact stop collection leave.
EXP-0047-PROC-4-EXT-1-ASSAY-2,EXP-0047-PROC-4-EXT-1,EXP-0047-PROC-4,EXP-0047,Bugula neritina,2023-07-06,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,384-well,0.380 - 742.2 μM,Paclitaxel,4.1,44.9,63.0,0.55,3.8,71.55,44.7,Good,0.881,False,PKC modulation,Strategy large concern term increase industry.,High,False,Known,428.02,Jason Freeman,Medical become stuff deep table report possible.
EXP-0048-PROC-1-EXT-1-ASSAY-1,EXP-0048-PROC-1-EXT-1,EXP-0048-PROC-1,EXP-0048,Halichondria okadai,2025-01-11,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.526 - 957.0 μM,Cisplatin,35.7,25.15,96.6,1.5,23.7,1153.54,17.0,Fair,0.913,False,Tubulin depolymerization,Apply most way recently box debate statement matter.,High,False,Similar,897.53,Johnny Lopez,Boy develop worker create.
EXP-0048-PROC-1-EXT-1-ASSAY-2,EXP-0048-PROC-1-EXT-1,EXP-0048-PROC-1,EXP-0048,Halichondria okadai,2025-01-27,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.712 - 828.3 μM,Doxorubicin,66.9,434.12,44.5,0.64,13.4,23.52,23.0,Good,0.753,True,Tubulin depolymerization,Sort drug like technology.,High,True,Similar,644.31,Kenneth Webster,Financial own argue.
EXP-0048-PROC-1-EXT-1-ASSAY-3,EXP-0048-PROC-1-EXT-1,EXP-0048-PROC-1,EXP-0048,Halichondria okadai,2025-01-19,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.237 - 67.1 μM,Doxorubicin,45.3,6.05,63.2,2.54,23.0,287.36,6.8,Excellent,0.825,True,Tubulin depolymerization,Pull over see he since me game.,Medium,True,Novel,1075.43,Walter Dillon,True nature store check sure yourself design place.
EXP-0048-PROC-1-EXT-1-ASSAY-4,EXP-0048-PROC-1-EXT-1,EXP-0048-PROC-1,EXP-0048,Halichondria okadai,2025-01-23,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.873 - 288.5 μM,Cisplatin,8.7,8.21,59.3,1.85,97.4,35.96,20.6,Good,0.755,True,Tubulin depolymerization,Treat since throughout black.,Medium,True,Similar,500.16,Andrea Greene,Follow thing at school.
EXP-0048-PROC-1-EXT-1-ASSAY-5,EXP-0048-PROC-1-EXT-1,EXP-0048-PROC-1,EXP-0048,Halichondria okadai,2025-01-22,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.545 - 364.0 μM,Paclitaxel,50.3,0.35,55.9,2.81,29.8,32.83,22.4,Excellent,0.788,False,Tubulin depolymerization,Story test today toward blood.,High,False,Similar,403.41,Catherine Lopez,Building my do.
EXP-0048-PROC-1-EXT-1-ASSAY-6,EXP-0048-PROC-1-EXT-1,EXP-0048-PROC-1,EXP-0048,Halichondria okadai,2025-01-22,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.193 - 567.3 μM,Paclitaxel,54.0,249.85,84.4,0.64,73.4,675.16,14.4,Excellent,0.843,True,Tubulin depolymerization,End election station rich never five behind hope.,Medium,False,Similar,590.77,Lindsey Smith,Our miss say simple perform practice investment.
EXP-0048-PROC-2-EXT-1-ASSAY-1,EXP-0048-PROC-2-EXT-1,EXP-0048-PROC-2,EXP-0048,Halichondria okadai,2025-01-24,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.150 - 856.0 μM,Cisplatin,45.3,84.85,54.9,1.1,51.8,72.29,37.8,Good,0.812,True,Tubulin depolymerization,Gun small Mrs career everyone.,Low,False,Similar,1060.67,Kristina Curry,Term reflect leave player throughout forget watch understand.
EXP-0048-PROC-2-EXT-1-ASSAY-2,EXP-0048-PROC-2-EXT-1,EXP-0048-PROC-2,EXP-0048,Halichondria okadai,2025-01-12,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.448 - 330.0 μM,Doxorubicin,2.9,5.88,61.4,1.34,50.4,268.19,35.4,Good,0.893,False,Tubulin depolymerization,Hundred ask theory democratic perform court.,High,False,Similar,771.08,Allen Schwartz,Long difficult family action.
EXP-0048-PROC-2-EXT-1-ASSAY-3,EXP-0048-PROC-2-EXT-1,EXP-0048-PROC-2,EXP-0048,Halichondria okadai,2025-01-13,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.648 - 68.3 μM,Paclitaxel,59.3,202.01,98.5,2.89,85.8,75.85,1.5,Good,0.921,True,Tubulin depolymerization,Figure practice position same.,High,False,Similar,390.07,Anna Jensen,Specific article purpose early safe.
EXP-0048-PROC-2-EXT-1-ASSAY-4,EXP-0048-PROC-2-EXT-1,EXP-0048-PROC-2,EXP-0048,Halichondria okadai,2025-01-18,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.411 - 819.3 μM,Doxorubicin,50.7,24.61,98.1,2.14,23.2,36.52,18.4,Excellent,0.944,True,Tubulin depolymerization,Fine top behind name possible financial.,High,False,Novel,568.86,Edward Stanton,Choice world air really each.
EXP-0048-PROC-2-EXT-1-ASSAY-5,EXP-0048-PROC-2-EXT-1,EXP-0048-PROC-2,EXP-0048,Halichondria okadai,2025-01-16,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.549 - 285.7 μM,Doxorubicin,21.0,1.84,88.6,0.67,10.4,66.71,17.8,Good,0.73,False,Tubulin depolymerization,Account over keep go thus before.,Low,False,Similar,870.84,Kayla Sandoval,Indicate ever partner office billion manager.
EXP-0048-PROC-2-EXT-2-ASSAY-1,EXP-0048-PROC-2-EXT-2,EXP-0048-PROC-2,EXP-0048,Halichondria okadai,2025-01-01,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.393 - 479.4 μM,Cisplatin,31.5,61.07,59.9,1.95,24.8,34.35,40.1,Good,0.894,False,Tubulin depolymerization,Per per assume court although.,Low,True,Known,655.57,Mark Evans,Wrong range perhaps meet station history.
EXP-0048-PROC-2-EXT-2-ASSAY-2,EXP-0048-PROC-2-EXT-2,EXP-0048-PROC-2,EXP-0048,Halichondria okadai,2025-01-01,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.671 - 475.1 μM,Cisplatin,32.7,7.02,42.1,1.19,98.9,32.54,14.2,Good,0.866,True,Tubulin depolymerization,Property start audience poor.,Medium,False,Novel,441.96,Francisco Adams,Order compare plant company lose represent item.
EXP-0048-PROC-2-EXT-2-ASSAY-3,EXP-0048-PROC-2-EXT-2,EXP-0048-PROC-2,EXP-0048,Halichondria okadai,2025-01-16,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.310 - 676.8 μM,Paclitaxel,61.1,13.93,59.2,1.21,86.2,8.17,21.7,Poor,0.785,True,Tubulin depolymerization,Outside simple now do Mr behavior.,Low,False,Similar,1024.21,Ruben Weber,Site court quality structure soldier situation figure.
EXP-0048-PROC-3-EXT-1-ASSAY-1,EXP-0048-PROC-3-EXT-1,EXP-0048-PROC-3,EXP-0048,Halichondria okadai,2024-12-28,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.521 - 818.4 μM,Cisplatin,61.6,58.24,91.4,1.52,93.3,6.55,45.2,Excellent,0.752,True,Tubulin depolymerization,President teach family her pull.,Medium,True,Novel,610.76,Chelsea Ortiz,South purpose much discover draw.
EXP-0048-PROC-3-EXT-1-ASSAY-2,EXP-0048-PROC-3-EXT-1,EXP-0048-PROC-3,EXP-0048,Halichondria okadai,2025-01-08,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.565 - 396.6 μM,Cisplatin,46.2,1.17,65.8,1.76,76.0,9.15,20.2,Excellent,0.783,False,Tubulin depolymerization,Line bill whatever money job.,Low,True,Similar,1292.25,Monique Romero,Speech compare eat no himself per.
EXP-0048-PROC-3-EXT-1-ASSAY-3,EXP-0048-PROC-3-EXT-1,EXP-0048-PROC-3,EXP-0048,Halichondria okadai,2025-01-08,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.449 - 195.2 μM,Doxorubicin,14.6,425.51,90.4,2.95,8.3,27.77,11.6,Excellent,0.889,True,Tubulin depolymerization,Never gas last daughter.,Low,True,Novel,948.72,Alison Atkins,Wind system plant very.
EXP-0048-PROC-3-EXT-2-ASSAY-1,EXP-0048-PROC-3-EXT-2,EXP-0048-PROC-3,EXP-0048,Halichondria okadai,2025-01-18,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.108 - 985.7 μM,Cisplatin,60.9,470.9,80.3,1.03,34.6,25.58,26.1,Excellent,0.859,True,Tubulin depolymerization,Writer participant these TV such tend eat interview.,Medium,True,Known,951.47,Shelly Henderson,Decide over style like foreign else.
EXP-0048-PROC-3-EXT-2-ASSAY-2,EXP-0048-PROC-3-EXT-2,EXP-0048-PROC-3,EXP-0048,Halichondria okadai,2025-01-16,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.633 - 725.4 μM,Paclitaxel,43.8,153.58,41.6,3.0,4.3,884.44,20.4,Good,0.726,True,Tubulin depolymerization,Sort mission above seven.,Medium,False,Known,416.31,Gina Taylor,Wear defense ever expect role population project.
EXP-0048-PROC-3-EXT-2-ASSAY-3,EXP-0048-PROC-3-EXT-2,EXP-0048-PROC-3,EXP-0048,Halichondria okadai,2025-01-09,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.617 - 816.8 μM,Paclitaxel,33.7,36.06,47.0,1.72,41.4,48.82,5.8,Good,0.767,False,Tubulin depolymerization,While involve open particularly election administration red.,Medium,True,Novel,334.13,Samuel Day,Once be end key bank ago.
EXP-0048-PROC-3-EXT-2-ASSAY-4,EXP-0048-PROC-3-EXT-2,EXP-0048-PROC-3,EXP-0048,Halichondria okadai,2025-01-02,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.908 - 100.8 μM,Paclitaxel,25.2,12.55,96.8,1.58,20.3,41.12,46.8,Good,0.726,False,Tubulin depolymerization,Sometimes end week respond war.,Medium,False,Similar,1175.49,James Calderon,It for present baby road institution.
EXP-0048-PROC-3-EXT-2-ASSAY-5,EXP-0048-PROC-3-EXT-2,EXP-0048-PROC-3,EXP-0048,Halichondria okadai,2025-01-09,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.005 - 976.0 μM,Cisplatin,26.5,3.78,49.5,3.0,30.2,18.35,20.9,Excellent,0.918,True,Tubulin depolymerization,Rather his product.,High,False,Similar,1070.27,Stephen Vega,Exist debate whole particular policy.
